No,ID,Word/Phrase,POS (Old),POS (New),English Meaning (Old),English Meaning (New),Thai Meaning (Old),Thai Meaning (New),Status,Audit Notes / Reason
2697,ox_pull_apart,pull apart,verb,phrasal verb,a phrasal verb meaning to pull apart,to separate something into pieces with force,ดึงออกจากกัน,ดึงแยกชิ้นส่วนออกจากกัน,MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2698,ox_pull_down,pull down,verb,phrasal verb,a phrasal verb meaning to pull down,to demolish or tear down a building or structure,รื้อถอน (อาคาร),รื้อถอน (อาคารสิ่งปลูกสร้าง),MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2699,ox_pull_in,pull in,verb,phrasal verb,a phrasal verb meaning to pull in,to move to the side of the road or into a station; to attract crowds,(รถไฟ) เทียบชานชาลา / ดึงดูดผู้ชม,"(รถไฟ/รถยนต์) เข้าเทียบจอด, ดึงดูดผู้ชม",MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2700,ox_pull_off,pull off,verb,phrasal verb,a phrasal verb meaning to pull off,to succeed in achieving something difficult; to steer a car off the road,ทำสิ่งยากๆ ได้สำเร็จ / จอดรถข้างทาง,"ทำสิ่งยากๆ ได้สำเร็จ, เลี้ยวรถจอดข้างทาง",MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2701,ox_pull_out,pull out,verb,phrasal verb,a phrasal verb meaning to pull out,to maneuver a vehicle out from the curb; to withdraw from an agreement,(รถ) เคลื่อนตัวออกจากทาง / ถอนตัว,"(รถยนต์) เคลื่อนตัวออกจากเลน, ถอนตัวจากการร่วมมือ",MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2702,ox_pull_over,pull over,verb,phrasal verb,a phrasal verb meaning to pull over,to steer a vehicle to the side of the road and stop,ดึงไป,ขับรถเข้าชิดขอบทางแล้วจอด,MODIFIED,"แก้ไขคำแปลไทยผิดพลาดร้ายแรงจาก ""ดึงไป"" เป็น ""ขับรถเข้าชิดขอบทางแล้วจอด"""
2703,ox_pull_through,pull through,verb,phrasal verb,a phrasal verb meaning to pull through,"to survive a serious illness, crisis, or injury",รอดชีวิตจากอาการป่วยหนักมาได้,"รอดพ้นวิกฤตอาการป่วยหนักมาได้, ผ่านพ้นวิกฤต",MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2704,ox_pull_together,pull together,verb,phrasal verb,a phrasal verb meaning to pull together,to work together cooperatively as a team; to regain emotional control,ร่วมแรงร่วมใจกัน,"ร่วมแรงร่วมใจกัน, ควบคุมสติอารมณ์",MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2705,ox_pull_up,pull up,verb,phrasal verb,a phrasal verb meaning to pull up,to bring a vehicle to a stop; to pull one's body upwards,(รถ) ชะลอจอด / ดึงตัวขึ้น,"(รถ) ชะลอจอด, ดึงตัวขึ้น",MODIFIED,แทนที่คำนิยาม placeholder ภาษาอังกฤษ
2706,ox_punch,punch,verb,verb,to hit someone or something with a closed fist,to hit someone or something with a closed fist,ต่อย,ต่อย,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
